Waktu,Status,Tegangan
"12-12-2019;04:43:14.524";NORMAL;0,013
"12-12-2019;04:43:14.543";NORMAL;0,013
"12-12-2019;04:43:14.546";NORMAL;0,013
"12-12-2019;04:43:14.548";NORMAL;0,013
"12-12-2019;04:43:14.552";NORMAL;0,013
"12-12-2019;04:43:14.554";NORMAL;0,013
"12-12-2019;04:43:14.556";NORMAL;0,013
"12-12-2019;04:43:14.559";NORMAL;0,013
"12-12-2019;04:43:14.561";NORMAL;0,013
"12-12-2019;04:43:14.563";NORMAL;0,013
"12-12-2019;04:43:14.567";NORMAL;0,013
"12-12-2019;04:43:14.569";NORMAL;0,013
"12-12-2019;04:43:14.571";NORMAL;0,013
"12-12-2019;04:43:14.573";NORMAL;0,013
"12-12-2019;04:43:14.576";NORMAL;0,013
"12-12-2019;04:43:14.588";NORMAL;0,013
"12-12-2019;04:43:14.590";NORMAL;0,013
"12-12-2019;04:43:14.592";NORMAL;0,013
"12-12-2019;04:43:14.594";NORMAL;0,013
"12-12-2019;04:43:14.596";NORMAL;0,013
"12-12-2019;04:43:14.600";NORMAL;0,013
"12-12-2019;04:43:14.602";NORMAL;0,013
"12-12-2019;04:43:14.605";NORMAL;0,013
"12-12-2019;04:43:14.607";NORMAL;0,013
"12-12-2019;04:43:14.610";NORMAL;0,013
"12-12-2019;04:43:14.612";NORMAL;0,013
"12-12-2019;04:43:14.615";NORMAL;0,013
"12-12-2019;04:43:14.617";NORMAL;0,013
"12-12-2019;04:43:14.619";NORMAL;0,013
"12-12-2019;04:43:14.621";NORMAL;0,013
"12-12-2019;04:43:14.623";NORMAL;0,013
"12-12-2019;04:43:14.625";NORMAL;0,013
"12-12-2019;04:43:14.628";NORMAL;0,013
"12-12-2019;04:43:14.630";NORMAL;0,013
"12-12-2019;04:43:14.632";NORMAL;0,013
"12-12-2019;04:43:14.634";NORMAL;0,013
"12-12-2019;04:43:14.636";NORMAL;0,013
"12-12-2019;04:43:14.638";NORMAL;0,013
"12-12-2019;04:43:14.641";NORMAL;0,013
"12-12-2019;04:43:14.643";NORMAL;0,013
"12-12-2019;04:43:14.645";NORMAL;0,013
"12-12-2019;04:43:14.647";NORMAL;0,013
"12-12-2019;04:43:14.650";NORMAL;0,013
"12-12-2019;04:43:14.652";NORMAL;0,013
"12-12-2019;04:43:14.653";NORMAL;0,013
"12-12-2019;04:43:14.656";NORMAL;0,013
"12-12-2019;04:43:14.658";NORMAL;0,013
"12-12-2019;04:43:14.660";NORMAL;0,013
"12-12-2019;04:43:14.662";NORMAL;0,013
"12-12-2019;04:43:14.664";NORMAL;0,013
"12-12-2019;04:43:14.667";NORMAL;0,013
"12-12-2019;04:43:14.669";NORMAL;0,013
"12-12-2019;04:43:14.671";NORMAL;0,013
"12-12-2019;04:43:14.673";NORMAL;0,013
"12-12-2019;04:43:14.675";NORMAL;0,013
"12-12-2019;04:43:14.678";NORMAL;0,013
"12-12-2019;04:43:14.680";NORMAL;0,013
"12-12-2019;04:43:14.683";NORMAL;0,013
"12-12-2019;04:43:14.695";NORMAL;0,013
"12-12-2019;04:43:14.697";NORMAL;0,013
"12-12-2019;04:43:14.699";NORMAL;0,013
"12-12-2019;04:43:14.701";NORMAL;0,013
"12-12-2019;04:43:14.703";NORMAL;0,013
"12-12-2019;04:43:14.705";NORMAL;0,013
"12-12-2019;04:43:14.707";NORMAL;0,013
"12-12-2019;04:43:14.710";NORMAL;0,013
"12-12-2019;04:43:14.712";NORMAL;0,013
"12-12-2019;04:43:14.714";NORMAL;0,013
"12-12-2019;04:43:14.716";NORMAL;0,013
"12-12-2019;04:43:14.719";NORMAL;0,013
"12-12-2019;04:43:14.721";NORMAL;0,013
"12-12-2019;04:43:14.723";NORMAL;0,013
"12-12-2019;04:43:14.725";NORMAL;0,013
"12-12-2019;04:43:14.727";NORMAL;0,013
"12-12-2019;04:43:14.729";NORMAL;0,013
"12-12-2019;04:43:14.732";NORMAL;0,013
"12-12-2019;04:43:14.734";NORMAL;0,013
"12-12-2019;04:43:14.736";NORMAL;0,013
"12-12-2019;04:43:14.738";NORMAL;0,013
"12-12-2019;04:43:14.740";NORMAL;0,013
"12-12-2019;04:43:14.742";NORMAL;0,013
"12-12-2019;04:43:14.745";NORMAL;0,013
"12-12-2019;04:43:14.747";NORMAL;0,013
"12-12-2019;04:43:14.750";NORMAL;0,013
"12-12-2019;04:43:14.751";NORMAL;0,013
"12-12-2019;04:43:14.754";NORMAL;0,013
"12-12-2019;04:43:14.756";NORMAL;0,013
"12-12-2019;04:43:14.758";NORMAL;0,013
"12-12-2019;04:43:14.760";NORMAL;0,013
"12-12-2019;04:43:14.762";NORMAL;0,013
"12-12-2019;04:43:14.765";NORMAL;0,013
"12-12-2019;04:43:14.767";NORMAL;0,013
"12-12-2019;04:43:14.769";NORMAL;0,013
"12-12-2019;04:43:14.771";NORMAL;0,013
"12-12-2019;04:43:14.773";NORMAL;0,013
"12-12-2019;04:43:14.775";NORMAL;0,013
"12-12-2019;04:43:14.778";NORMAL;0,013
"12-12-2019;04:43:14.780";NORMAL;0,013
"12-12-2019;04:43:14.782";NORMAL;0,013
"12-12-2019;04:43:14.784";NORMAL;0,013
"12-12-2019;04:43:14.787";NORMAL;0,013
"12-12-2019;04:43:14.789";NORMAL;0,013
"12-12-2019;04:43:14.791";NORMAL;0,013
"12-12-2019;04:43:14.793";NORMAL;0,013
"12-12-2019;04:43:14.795";NORMAL;0,013
"12-12-2019;04:43:14.798";NORMAL;0,013
"12-12-2019;04:43:14.800";NORMAL;0,013
"12-12-2019;04:43:14.802";NORMAL;0,013
"12-12-2019;04:43:14.804";NORMAL;0,013
"12-12-2019;04:43:14.806";NORMAL;0,013
"12-12-2019;04:43:14.809";NORMAL;0,013
"12-12-2019;04:43:14.811";NORMAL;0,013
"12-12-2019;04:43:14.813";NORMAL;0,013
"12-12-2019;04:43:14.816";NORMAL;0,013
"12-12-2019;04:43:14.818";NORMAL;0,013
"12-12-2019;04:43:14.820";NORMAL;0,013
"12-12-2019;04:43:14.822";NORMAL;0,013
"12-12-2019;04:43:14.824";NORMAL;0,013
"12-12-2019;04:43:14.826";NORMAL;0,013
"12-12-2019;04:43:14.829";NORMAL;0,013
"12-12-2019;04:43:14.831";NORMAL;0,013
"12-12-2019;04:43:14.834";NORMAL;0,013
"12-12-2019;04:43:14.836";NORMAL;0,013
"12-12-2019;04:43:14.838";NORMAL;0,013
"12-12-2019;04:43:14.840";NORMAL;0,013
"12-12-2019;04:43:14.842";NORMAL;0,013
"12-12-2019;04:43:14.844";NORMAL;0,013
"12-12-2019;04:43:14.846";NORMAL;0,013
"12-12-2019;04:43:14.848";NORMAL;0,013
"12-12-2019;04:43:14.851";NORMAL;0,013
"12-12-2019;04:43:14.853";NORMAL;0,013
"12-12-2019;04:43:14.855";NORMAL;0,013
"12-12-2019;04:43:14.857";NORMAL;0,013
"12-12-2019;04:43:14.859";NORMAL;0,013
"12-12-2019;04:43:14.861";NORMAL;0,013
"12-12-2019;04:43:14.864";NORMAL;0,013
"12-12-2019;04:43:14.866";NORMAL;0,013
"12-12-2019;04:43:14.868";NORMAL;0,013
"12-12-2019;04:43:14.870";NORMAL;0,013
